Conversation/DEBUG_FaceAnimTest/Group00001=Kerrigan /// Kerrigan
Conversation/DEBUG_FaceAnimTest/Group00002=Izsha /// Izsha
Conversation/DEBUG_FaceAnimTest/Group00003=Zagara /// Zagara
Conversation/DEBUG_FaceAnimTest/Group00004=Stukov /// Stukov
Conversation/DEBUG_FaceAnimTest/Group00005=Valerian /// Valerian
Conversation/DEBUG_FaceAnimTest/Group00006=Dehaka /// Dehaka
Conversation/DEBUG_FaceAnimTest/Group00007=Lasarra /// Lasarra
Conversation/DEBUG_FaceAnimTest/Group00008=Kerrigan Infested /// Kerrigan Infested
Conversation/zSM_EvolutionMaster/Line00071=阿巴瑟，我有一个特殊项目要交给你。 /// Abathur, I have a special project for you.
Conversation/zSM_EvolutionMaster/Line00072=正在强化整个虫群。等我抽出时间。 /// Improving the entire Swarm. Will make time.
Conversation/zSM_EvolutionMaster/Line00073=我想让你帮我制造一个特殊的生物，由你来设计它的各个基因序列。 /// I want you to spin a special creature for me. But I'm going to have you design its sequences in pieces.
Conversation/zSM_EvolutionMaster/Line00074=告诉我全局内容。我能强化您的设计。我的本分职责。 /// Show me entirety of vision. Can improve your design. My function.
Conversation/zSM_EvolutionMaster/Line00075=你的本分职责就是遵照我的意愿做事。 /// It is my will that we do it this way.
Conversation/zSM_EvolutionMaster/Line00076=我看到了。很细致。有提升空间，但已经很好。有种熟悉的感觉。 /// I see it. Elegant. Can be improved, but good. Something familiar about it.
Conversation/zSM_EvolutionMaster/Line00077=就按照我要求的内容整合基因序列。稍后我将给你更多。 /// Just spin the sequence I asked for. I'll have more later.
Conversation/zSM_EvolutionMaster/Line00078=阿巴瑟，特殊项目继续进行。这里是另外一组基因序列需要你来整合。 /// Abathur, my special project continues. I have another sequence I wish you to spin.
Conversation/zSM_EvolutionMaster/Line00079=两组基因序列，很好。足够我推断出创造这个生物的意图。改造它。 /// Two sequences, good. Enough for me to deduce creature's purpose. Improve it.
Conversation/zSM_EvolutionMaster/Line00080=我不这么认为。你看，在我将第二个共享给你时，我得抹除你对第一个的记忆。 /// I don't think so. You see, before I share the second one with you, I'm going to wipe your memory of the first.
Conversation/zSM_EvolutionMaster/Line00081=无理取闹。我能……我能…… /// Does not make sense. I can... I can...
Conversation/zSM_EvolutionMaster/Line00082=阿巴瑟，我希望你帮我制造一个生物。这里是第一组基因序列。 /// Abathur, I wish you to spin a creature for me. Here is the first sequence.
Conversation/zSM_EvolutionMaster/Line00083=我看到了。很细致。有提升空间，但已经很好。有种熟悉的感觉。 /// I see it. Elegant. Can be improved, but good. Something familiar about it.
Conversation/zSM_EvolutionMaster/Line00084=我之前要求你去整合的最后一组生物基因序列你准备好了吗？ /// Do you have the final sequence of the creature I've asked you to spin?
Conversation/zSM_EvolutionMaster/Line00085=最后一组？只有第一组。 /// Final? Only the first.
Conversation/zSM_EvolutionMaster/Line00086=你曾经整合出数百个基因序列，但我一直在抹除你对它们的每一个记忆。 /// You've spun hundreds of sequences, but I've been erasing your memory of each one.
Conversation/zSM_EvolutionMaster/Line00087=数百个？听起来很复杂。真好。 /// Hundreds? Implies great complexity. Rarely good.
Conversation/zSM_EvolutionMaster/Line00088=哦，这个相当复杂，不过它会成为除了你毁坏我身体那次以外你最伟大的作品。 /// Oh this one is complex, but it will be your finest work. Aside from the time you destroyed my body.
Conversation/zSM_EvolutionMaster/Line00089=当时我是在改造您。让您前所未有的强大。 /// When I transfigured you. Made you more than you were.
Conversation/zSM_EvolutionMaster/Line00090=快给我最后一组基因序列。 /// Just give me the last sequence.
Conversation/zSM_EvolutionMaster/Line00092=[Serious]阿巴瑟，每当你这么说话的时候……我有种似曾相识的感觉，觉得有些……[/Serious][Angry]愤怒。[/Angry] /// [Serious]When you say things like that, Abathur... I almost remember you and I feel... [/Serious][Angry]anger.[/Angry]
Conversation/zSM_EvolutionMaster/Line00093=主宰死后你做了什么？ /// What did you do after the Overmind died?
Conversation/zSM_EvolutionMaster/Line00094=那在此之前你连异虫都不是吗？ /// You aren't zerg unless you are under someone's control?
Conversation/zSM_EvolutionMaster/Line00095=你是在说...我并没有愤怒？我不需要别人告诉我自己的感受。 /// You're... telling me I'm not angry? Don't ever tell me what I feel.
Conversation/zSM_EvolutionMaster/Line00096=是的。创造您的那一刻。将您的身体摧毁了一遍又一遍。让您变得完美。 /// Yes. Moment of your creation. Broke you over and over. Made you perfect.
Conversation/zSM_EvolutionMaster/Line00097=我打算浏览一下你的记忆，[Serious]看看为什么我对你如此愤怒。[/Serious] /// I'm going to look into your memories, [Serious]and find out why I feel so angry when I see you.[/Serious]
Conversation/zSM_EvolutionMaster/Line00098=你把我浑身上下都拆了个遍。我要你把这段记忆装在脑子里，然后来见见…… /// You left no part of me untouched. I want you to have that memory in your mind when you meet...
Conversation/zSM_EvolutionMaster/Line00099=不理解。我，虫群中最好的生物。保持虫群强大。无需替代。 /// Unclear. Am the finest creature in the Swarm. Keep it strong. No need to make new version.
Conversation/zSM_EvolutionMaster/Line00100=你的替代者跟你一样极具天赋，它与你之间只有一个区别。 /// Your replacement is every bit as talented as you. There is only one difference between the two of you.
Conversation/zSM_EvolutionMaster/Line00101=什么区别？ /// What difference?
Conversation/zSM_EvolutionMaster/Line00102=它从来不一遍又一遍摧毁我的身体。 /// He never broke me over and over.
Conversation/zSM_EvolutionMaster/Line00103=快整合它。 /// Just spin it.
Conversation/zSM_EvolutionMaster/Line00104=那种痛苦无法想象。即便我失去了一切，我也永远无法忘怀。 /// The pain was incredible. With everything I've lost, I've never forgotten that.
Conversation/zSM_EvolutionMaster/Line00109=白费功夫。生物很快死去。痛楚无关紧要。 /// Wasted effort. Creatures will die soon. Pain irrelevant.
Conversation/zSM_EvolutionMaster/Line00110=[Serious]要不是你对我的计划[/Serious]很重要，你[Angry 85]早就死了。[/Angry] /// If you [Serious]weren't important[/Serious] to my plans, you'd [Angry 85]be dead right now.[/Angry]
Conversation/zSM_EvolutionMaster/Line00111=不理解。 /// Unclear.
Conversation/zSM_EvolutionMaster/Line00113=如果不明确全局内容，就无法改善—— /// Cannot improve design if unclear about the totality of--
Conversation/zSM_EvolutionMaster/Line00114=我说了，这是我的意愿。你不需要了解这个生物的整体设计。我会给你看基因序列。 /// I said it is my will. You will not know the entire design of this creature. I will show you the sequence.
Conversation/zSM_EvolutionMaster/Line00115=啊……很好。我马上就能创造这个生物了。 /// Ah... yes. I will create this creature soon.
Conversation/zSM_EvolutionMaster/Line00116=你是在说...我并没有愤怒？我不需要别人告诉我自己的感受。 /// You're... telling me I'm not angry? Don't ever tell me what I feel.
Conversation/zSM_EvolutionMaster/Line00117=基因链有差异。从基础层级开始重组架构。 /// Genetic strands different. Restructured from base level up.
Conversation/zSM_EvolutionMaster/Line00119=比刀锋女王更强。基因序列杂而有序。本质上完全不同。 /// Stronger than Queen of Blades. Sequences complex but clean. Completely different at core. 
Conversation/zSM_EvolutionMaster/Line00120=很难作出判断。全新架构，超乎理解。继续研究。 /// [Angry 70]Difficult to admit.[/Angry] New structure beyond understanding. Will return to work.
Conversation/zSM_EvolutionMaster/Line00132=是的，我不同了。我现在是自己的主人。当萨尔纳加神器把我再次变回人类时，它也驱除了埃蒙对我的影响。 /// Yes, I am different. I am my own master. When the xel'naga artifact made me human again, it cleansed me of Amon's influence.
Conversation/zSM_EvolutionMaster/Line00133=正因为如此，才让我变得……更加强大。 /// And that allowed me to become... something greater.
Conversation/zSM_EvolutionMaster/Line00136=我从你的记忆里看到……[Surprise 80]是你造就了刀锋女王！[/Surprise][Angry 75]是你用四肢将我紧紧包裹在虫茧里面！[/Angry] /// I see it in your mind... [Surprise 80]You designed the Queen of Blades! [/Surprise][Angry 75]Your limbs wrapped me in the chrysalis![/Angry]
Conversation/zSM_EvolutionMaster/Line00138=[Serious]要不是你对我的计划[/Serious]很重要，你[Angry 85]早就死了。[/Angry] /// If you [Serious]weren't important[/Serious] to my plans, you'd [Angry 85]be dead right now.[/Angry]
Conversation/zSM_EvolutionMaster/Line00139=阿巴瑟，我有一个特别的项目要交给你。 /// Abathur, I have a special project for you.
Conversation/zSM_EvolutionMaster/Line00140=我想让你帮我制造一个特殊的生物，由你来设计它的各个基因序列。 /// I want you to spin a special creature for me. But I'm going to have you design its sequences in pieces.
Conversation/zSM_EvolutionMaster/Line00141=你的本分职责就是遵照我的意愿做事。 /// It is my will that we do it this way.
Conversation/zSM_EvolutionMaster/Line00142=我说了，这是我的意愿。你不需要了解这个生物的整体设计。我会给你看基因序列。 /// I said it is my will. You will not know the entire design of this creature. I will show you the sequence.
Conversation/zSM_EvolutionMaster/Line00143=就按照我要求的内容整合基因序列。稍后我将给你更多。 /// Just spin the sequence I asked for. I'll have more later.
Conversation/zSM_EvolutionMaster/Line00144=我之前要求你去整合的最后一组生物基因序列你准备好了吗？ /// Do you have the final sequence of the creature I've asked you to spin?
Conversation/zSM_EvolutionMaster/Line00145=你曾经整合出数百个基因序列，但我一直在抹除你对它们的每一个记忆。 /// You've spun hundreds of sequences, but I've been erasing your memory of each one.
Conversation/zSM_EvolutionMaster/Line00146=哦，这个相当复杂，不过它会成为除了你毁坏我身体那次以外你最伟大的作品。 /// Oh this one is complex, but it will be your finest work. Aside from the time you destroyed my body.
Conversation/zSM_EvolutionMaster/Line00147=那种痛苦无法想象。即便我失去了一切，我也永远无法忘怀。 /// The pain was incredible. With everything I've lost, I've never forgotten that.
Conversation/zSM_EvolutionMaster/Line00148=快给我最后一组基因序列。 /// Just give me the last sequence.
Conversation/zSM_EvolutionMaster/Line00149=啊……很好。我马上就能创造这个生物了。 /// Ah... yes. I will create this creature soon.
Conversation/zSM_EvolutionMaster/Line00150=下次再说吧，阿巴瑟。 /// Not this time, Abathur.
Conversation/zSM_EvolutionMaster/Line00151=去做吧。 /// Do it.
Conversation/zSM_EvolutionMaster/Line00152=虫群里没有其他像你这样的生物了。[Surprise 60]你的精华是从何而来？[/Surprise] /// There is no other creature like you in the Swarm. [Surprise 60]Where did your essence come from?[/Surprise]
Conversation/zSM_EvolutionMaster/Line00153=虫群里没有其他像你这样的生物了。[Surprise 60]你的精华是从何而来？[/Surprise] /// There is no other creature like you in the Swarm. [Surprise 60]Where did your essence come from?[/Surprise]
Conversation/zSM_EvolutionMaster/Line00154=愤怒因肾上腺素分泌产生，是面对压力的反应，是威胁临近的警戒。我对你没威胁。你不愤怒。 /// Anger product of adrenaline, stress-response, imminent threat. No threat to you. No anger.
Conversation/zSM_EvolutionMaster/Line00155=告诉我你对扎加拉做了哪些改变。 /// Tell me about the changes you made to Zagara.
Conversation/zSM_EvolutionMaster/Line00156=虫母模板已拥有解决复杂问题、观察学习和多线指挥的能力。 /// Broodmother template already allowed complex problem solving, learning, ability to command broods, multiple focuses.
Conversation/zSM_EvolutionMaster/Line00157=进一步提高肌肉密度，扩展脑组织结构。虫母能同时进行多种预判。[Angry 70]认知灵活度提高。[/Angry] /// Now added muscle density, expanded brain matter. Now able to hypothesize multiple scenarios. Cognitive [Angry 70]flexibility.[/Angry]
Conversation/zSM_EvolutionMaster/Line00158=或许我该将这些添加到未来所有的虫母身上。 /// Perhaps I should add this to all future broodmothers.
Conversation/zSM_EvolutionMaster/Line00159=对于虫母而言，额外脑组织并非必需。需要消耗额外的能量。 /// Extraneous brain matter deemed unnecessary for broodmother role in Swarm. Extra matter requires extra energy.
Conversation/zSM_EvolutionMaster/Line00161=[Serious]时过境迁。我想要我的虫群尽可能的强大而危险。[/Serious] /// [Serious]Times are changing.[/Serious] I want my minions as dangerous as possible.
Conversation/zSM_EvolutionMaster/Line00162=[Serious]时过境迁。我想要我的虫群尽可能的强大而危险。[/Serious] /// Times are changing. I want my minions as [Serious]dangerous [/Serious]as possible.
Conversation/zSM_EvolutionMaster/Line00163=或许我该将这些添加到未来所有的虫母身上。 /// Perhaps I should add this to all future broodmothers.
Conversation/zSM_EvolutionMaster/Line00164=告诉我你对扎加拉做了哪些改变。 /// Tell me about the changes you made to Zagara.
